rank,domain,company_name,country,sector
6325,qualtrics.com,"Qualtrics","","Other"
6326,qualys.com,"Qualys","","Technology"
6327,quanergy.com,"Quanergy","","Other"
6328,quantaservices.com,"Quanta Services","","Other"
6329,quantum.com,"Quantum Corporation","","Technology"
6330,quantumscape.com,"QuantumScape","","Other"
6331,quarterhill.com,"Quarterhill","","Other"
6332,quebecor.com,"Québecor","","Media & Entertainment"
6333,questdiagnostics.com,"Quest Diagnostics","","Healthcare"
6334,questar.com,"Questar Corporation","","Energy & Utilities"
6335,quidel.com,"Quidel","","Healthcare"
6336,quiksilver.fr,"Quiksilver","","Other"
6337,quinenco.cl,"Quiñenco","","Other"
6338,quinstreet.com,"QuinStreet","","Other"
6339,libertyinteractive.com,"QVC Group","","Media & Entertainment"
6340,qwest.com,"Qwest Corporation","","Telecommunications"
6341,qxmetals.ca,"QX Metals","","Other"
6342,r1rcm.com,"R1 RCM","","Other"
6343,rackspace.com,"Rackspace Technology","","Other"
6344,radioshack.com,"RadioShack","","Retail & E-commerce"
6345,radisys.com,"RadiSys","","Other"
6346,drogaraia.com.br,"RaiaDrogasil","","Healthcare"
6347,mainframe.ca,"Rainmaker Entertainment","","Technology"
6348,ralphlauren.com,"Ralph Lauren Corporation","","Other"
6349,ramtrucks.com,"Ram Trucks","","Transportation & Logistics"
6350,rambus.com,"Rambus","","Other"
6351,randon.com.br,"Randon S.A.","","Transportation & Logistics"
6352,rangeresources.com,"Range Resources","","Energy & Utilities"
6353,rapidcreditboosters.com,"Rapid Credit Boosters","","Other"
6354,rapid7.com,"Rapid7","","Other"
6355,ravenind.com,"Raven Industries","","Defence & Security"
6356,raymondjames.com,"Raymond James Financial","","Banking & Finance"
6357,rayonieram.com,"Rayonier Advanced Materials","","Other"
6358,rcihospitality.com,"RCI Hospitality Holdings","","Other"
6359,reachlocal.de,"ReachLocal","","Other"
6360,realgoodssolar.com,"Real Goods","","Other"
6361,reald.com,"RealD","","Other"
6362,realpage.com,"RealPage","","Critical Infrastructure"
6363,realtyincome.com,"Realty Income Corporation","","Banking & Finance"
6364,reatapharma.com,"Reata Pharmaceuticals","","Healthcare"
6365,recipeunlimited.com,"Recipe Unlimited","","Retail & E-commerce"
6366,redhat.com,"Red Hat","","Technology"
6367,redlion.com,"Red Lion Hotels Corporation","","Other"
6368,redrobin.com,"Red Robin","","Retail & E-commerce"
6369,optiva.com,"Redknee","","Telecommunications"
6370,rdlcom.com,"Redline Communications","","Other"
6371,rdw.com,"Redwire","","Defence & Security"
6372,refit.com.br,"Refinaria de Manguinhos","","Energy & Utilities"
6373,regalrexnord.com,"Regal Rexnord","","Other"
6374,regencycenters.com,"Regency Centers","","Banking & Finance"
6375,regeneron.com,"Regeneron Pharmaceuticals","","Healthcare"
6376,regions.com,"Regions Financial Corporation","","Banking & Finance"
6377,regiscorp.com,"Regis Corporation","","Other"
6378,rgare.com,"Reinsurance Group of America","","Insurance"
6379,rsac.com,"Reliance, Inc.","","Other"
6380,remarkmedia.com,"Remark Media","","Other"
6381,renasantbank.com,"Renasant Bank","","Banking & Finance"
6382,regi.com,"Renewable Energy Group","","Energy & Utilities"
6383,rentacenter.com,"Rent-A-Center","","Other"
6384,rentrak.com,"Rentrak","","Other"
6385,repligen.com,"Repligen","","Healthcare"
6386,reprosrx.com,"Repros Therapeutics","","Healthcare"
6387,talisman-energy.com,"Repsol Oil & Gas Canada","","Energy & Utilities"
6388,rjet.com,"Republic Airways Holdings","","Transportation & Logistics"
6389,republicbank.com,"Republic Bank & Trust Company","","Banking & Finance"
6390,republicservices.com,"Republic Services","","Other"
6391,resideo.com,"Resideo","","Other"
6392,resmed.com,"Resmed","","Other"
6393,resoluteforestproducts.com,"Resolute Forest Products","","Other"
6394,resoluteholdings.com,"Resolute Holdings Management, Inc","","Banking & Finance"
6395,rbi.com,"Restaurant Brands International","","Other"
6396,restoque.com.br,"Restoque","","Other"
6397,rh.com,"Restoration Hardware","","Retail & E-commerce"
6398,retailmenot.com,"RetailMeNot","","Other"
6399,revlon.com,"Revlon","","Other"
6400,rexfordindustrial.com,"Rexford Industrial Realty","","Other"
6401,reynoldsamerican.com,"Reynolds American","","Other"
6402,rhythmtx.com,"Rhythm (United states)","","Healthcare"
6403,ribboncommunications.com,"Ribbon Communications","","Telecommunications"
6404,rell.com,"Richardson Electronics","","Technology"
6405,rightside.co,"Rightside Group","","Other"
6406,ringcentral.com,"RingCentral","","Technology"
6407,riocan.com,"RioCan Real Estate Investment Trust","","Other"
6408,ripley.com,"Ripley S.A.","","Retail & E-commerce"
6409,riteaid.com,"Rite Aid","","Retail & E-commerce"
6410,riverbed.com,"Riverbed Technology","","Technology"
6411,rivian.com,"Rivian Automotive","","Transportation & Logistics"
6412,rlicorp.com,"RLI Corp.","","Insurance"
6413,rmgnetworks.com,"RMG Networks","","Other"
6414,roberthalf.com,"Robert Half","","Other"
6415,robinhood.com,"Robinhood","","Banking & Finance"
6416,corp.roblox.com,"Roblox Corporation","","Other"
6417,rocket.com,"Rocket Companies","","Other"
6418,rocketfuel.com,"Rocket Fuel Inc.","","Other"
6419,rocklandtrust.com,"Rockland Trust","","Other"
6420,rockwellautomation.com,"Rockwell Automation","","Other"
6421,rockwellcollins.com,"Rockwell Collins","","Defence & Security"
6422,rockwellmed.com,"Rockwell Medical Inc.","","Healthcare"
6423,rockybrands.com,"Rocky Brands","","Other"
6424,rmcf.com,"Rocky Mountain Chocolate","","Other"
6425,rogers.com,"Rogers Communications","","Other"
6426,rogerscorp.com,"Rogers Corporation","","Other"
6427,roku.com,"Roku, Inc.","","Media & Entertainment"
6428,rollins.com,"Rollins Inc.","","Other"
6429,romi.com,"ROMI S.A.","","Other"
6430,roperind.com,"Roper Technologies","","Other"
6431,rosettastone.com,"Rosetta Stone","","Technology"
6432,rossstores.com,"Ross Dress for Less","","Retail & E-commerce"
6433,rossiresidencial.com.br,"Rossi Residencial","","Critical Infrastructure"
6434,roundys.com,"Roundy's","","Other"
6435,rouseproperties.com,"Rouse Properties","","Banking & Finance"
6436,rbc.com,"Royal Bank of Canada","","Banking & Finance"
6437,royalcaribbeangroup.com,"Royal Caribbean Group","","Other"
6438,royalgold.com,"Royal Gold","","Energy & Utilities"
6439,rpminc.com,"RPM International","","Other"
6440,rptrealty.com,"RPT Realty","","Banking & Finance"
6441,rpxcorp.com,"RPX Corporation","","Other"
6442,rrd.com,"RR Donnelley","","Other"
6443,rtx.com,"RTX","","Defence & Security"
6444,magnite.com,"Rubicon Project","","Other"
6445,rubicontechnology.com,"Rubicon Technology","","Other"
6446,rubrik.com,"Rubrik","","Technology"
6447,rubytuesday.com,"Ruby Tuesday","","Retail & E-commerce"
6448,ruckuswireless.com,"Ruckus Networks","","Telecommunications"
6449,rumolog.com,"Rumo S.A.","","Transportation & Logistics"
6450,rhgi.com,"Ruth's Hospitality Group","","Retail & E-commerce"
6451,rxipharma.com,"RXi Pharmaceuticals","","Technology"
6452,ryder.com,"Ryder","","Transportation & Logistics"
6453,rymanhp.com,"Ryman Hospitality Properties","","Banking & Finance"
6454,spglobal.com,"S&P Global","","Banking & Finance"
6455,sabesp.com.br,"Sabesp","","Other"
6456,sabre.com,"Sabre Corporation","","Other"
6457,safeway.com,"Safeway","","Retail & E-commerce"
6458,saia.com,"Saia","","Transportation & Logistics"
6459,salem.com,"Salem Media Group","","Media & Entertainment"
6460,salesforce.com,"Salesforce","","Other"
6461,salix.com,"Salix Pharmaceuticals","","Healthcare"
6462,sallybeauty.com,"Sally Beauty Holdings","","Other"
6463,samsara.com,"Samsara","","Other"
6464,samsonite.com,"Samsonite","","Other"
6465,sandersonfarms.com,"Sanderson Farms","","Other"
6466,shop.sandisk.com,"SanDisk","","Other"
6467,sandridgeenergy.com,"SandRidge Energy","","Energy & Utilities"
6468,sandvine.com,"Sandvine","","Other"
6469,sandyspringbank.com,"Sandy Spring Bank","","Banking & Finance"
6470,sangamo.com,"Sangamo Therapeutics","","Technology"
6471,sanmina.com,"Sanmina Corporation","","Other"
6472,santosbrasil.com.br,"Santos Brasil","","Other"
6473,b3.com.br,"São Paulo Stock Exchange","","Other"
6474,spturis.com,"São Paulo Turismo SA","","Other"
6475,concur.com,"SAP Concur","","Technology"
6476,saputo.com,"Saputo","","Other"
6477,saraiva.com.br,"Saraiva","","Other"
6478,sarepta.com,"Sarepta Therapeutics","","Healthcare"
6479,sbasite.com,"SBA Communications","","Telecommunications"
6480,scana.com,"SCANA","","Other"
6481,scansource.com,"Scansource","","Other"
6482,schneider.com,"Schneider National","","Transportation & Logistics"
6483,schnitzersteel.com,"Schnitzer Steel Industries","","Other"
6484,scholastic.com,"Scholastic Corporation","","Other"
6485,saic.com,"Science Applications International Corporation","","Technology"
6486,sciquest.com,"SciQuest","","Other"
6487,scotiabank.com,"Scotiabank","","Banking & Finance"
6488,sculptor.com,"Sculptor Capital Management","","Banking & Finance"
6489,schange.com,"SeaChange International","","Telecommunications"
6490,seacorholdings.com,"SEACOR Holdings","","Energy & Utilities"
6491,seagate.com,"Seagate Technology","","Technology"
6492,seattlegenetics.com,"Seagen","","Healthcare"
6493,sealedair.com,"Sealed Air","","Other"
6494,sealyinc.com,"Sealy Corporation","","Other"
6495,sears.com,"Sears","","Retail & E-commerce"
6496,sears.ca,"Sears Canada","","Retail & E-commerce"
6497,sears.com,"Sears Holdings Corporation","","Retail & E-commerce"
6498,shos.com,"Sears Hometown and Outlet Stores","","Other"
6499,seer.bio,"Seer, Inc","","Other"
6500,seic.com,"SEI Investments Company","","Banking & Finance"
6501,semgrouplp.com,"SemGroup","","Energy & Utilities"
6502,semitool.com,"Semitool","","Other"
6503,sempra.com,"Sempra","","Other"
6504,semrush.com,"Semrush","","Technology"
6505,semtech.com,"Semtech Corporation","","Other"
6506,sensient.com,"Sensient Technologies","","Other"
6507,sequenom.com,"Sequenom","","Technology"
6508,seritage.com,"Seritage Growth Properties","","Other"
6509,sci-corp.com,"Service Corporation International","","Other"
6510,servicenow.com,"ServiceNow","","Technology"
6511,servicesource.com,"ServiceSource","","Other"
6512,sezzle.com,"Sezzle","","Other"
6513,shakeshack.com,"Shake Shack","","Retail & E-commerce"
6514,shaw.ca,"Shaw Communications","","Telecommunications"
6515,sherritt.com,"Sherritt International","","Energy & Utilities"
6516,sherwin-williams.com.mx,"Sherwin-Williams","","Other"
6517,shoecarnival.com,"Shoe Carnival","","Other"
6518,evine.com,"ShopHQ","","Other"
6519,shopify.com,"Shopify","","Retail & E-commerce"
6520,shoprite.com,"ShopRite","","Retail & E-commerce"
6521,shoretel.com,"ShoreTel","","Telecommunications"
6522,shutterfly.com,"Shutterfly","","Other"
6523,shutterstock.com,"Shutterstock","","Other"
6524,siennaliving.ca,"Sienna Senior Living","","Other"
6525,sierrawireless.com,"Sierra Wireless","","Other"
6526,sigmadesigns.com,"Sigma Designs","","Technology"
6527,sigmaaldrich.com,"Sigma-Aldrich","","Technology"
6528,silganholdings.com,"Silgan Holdings","","Other"
6529,sgi.com,"Silicon Graphics International","","Other"
6530,silabs.com,"Silicon Laboratories","","Other"
6531,silvergate.com,"Silvergate Capital","","Other"
6532,simmonsbank.com,"Simmons Bank","","Banking & Finance"
6533,simon.com,"Simon Property Group","","Banking & Finance"
6534,simpsonmfg.com,"Simpson Manufacturing Company","","Critical Infrastructure"
6535,simulations-plus.com,"Simulations Plus","","Technology"
6536,sbgi.net,"Sinclair Broadcast Group","","Media & Entertainment"
6537,siriusxm.com,"Sirius XM","","Media & Entertainment"
6538,siriusxm.ca,"Sirius XM Canada","","Media & Entertainment"
6539,siteone.com,"SiteOne Landscape Supply, Inc.","","Other"
6540,sixflags.com,"Six Flags","","Other"
6541,sixflags.com,"Six Flags","","Healthcare"
6542,sjwgroup.com,"SJW Group","","Other"
6543,skechers.com,"Skechers","","Other"
6544,skillz.com,"Skillz","","Technology"
6545,skullcandy.com,"Skullcandy","","Other"
6546,inc.skywest.com,"SkyWest, Inc.","","Transportation & Logistics"
6547,skyworksinc.com,"Skyworks Solutions","","Technology"
6548,slgreen.com,"SL Green Realty","","Banking & Finance"
6549,slack.com,"Slack Technologies","","Technology"
6550,slb.com,"SLB","","Energy & Utilities"
6551,slcagricola.com.br,"SLC Agrícola","","Other"
6552,sleepnumber.com,"Sleep Number","","Other"
6553,sm-energy.com,"SM Energy","","Energy & Utilities"
6554,smartfit.com.br,"Smart Fit","","Other"
6555,smarttech.com,"SMART Technologies","","Other"
6556,de.smartsheet.com,"Smartsheet Inc.","","Other"
6557,smiledirectclub.com,"SmileDirectClub","","Other"
6558,smith-wesson.com,"Smith & Wesson","","Defence & Security"
6559,smithmicro.com,"Smith Micro Software","","Technology"
6560,smithfieldfoods.com,"Smithfield Foods","","Other"
6561,smtc.com,"SMTC Corporation","","Technology"
6562,snap.com,"Snap Inc.","","Other"
6563,snapon.com,"Snap-on","","Other"
6564,snowflake.com,"Snowflake Inc.","","Technology"
6565,campbellsoupcompany.com,"Snyder's-Lance","","Other"
6566,sqm.com,"Sociedad Química y Minera de Chile","","Energy & Utilities"
6567,sofi.com,"SoFi","","Banking & Finance"
6568,solarcity.com,"SolarCity","","Other"
6569,solarwinds.com,"SolarWinds","","Technology"
6570,sonicautomotive.com,"Sonic Automotive","","Transportation & Logistics"
6571,sonidaseniorliving.com,"Sonida Senior Living","","Other"
6572,sonimtech.com,"Sonim Technologies","","Telecommunications"
6573,sonoco.com,"Sonoco","","Other"
6574,sonos.com,"Sonos","","Other"
6575,sonus.net,"Sonus Networks","","Other"
6576,sopheon.com,"Sopheon","","Technology"
6577,sophiagenetics.com,"Sophia Genetics","","Technology"
6578,soundhound.com,"SoundHound","","Technology"
6579,sjindustries.com,"South Jersey Industries","","Energy & Utilities"
6580,sce.com,"Southern California Edison","","Energy & Utilities"
6581,socalgas.com,"Southern California Gas Company","","Other"
6582,southerncompany.com,"Southern Company","","Energy & Utilities"
6583,southerncoppercorp.com,"Southern Copper Corporation","","Energy & Utilities"
6584,southstatebank.com,"SouthState Bank","","Banking & Finance"
6585,southwest.com,"Southwest Airlines","","Transportation & Logistics"
6586,swgas.com,"Southwest Gas","","Other"
6587,swn.com,"Southwestern Energy","","Energy & Utilities"
6588,parking.com.pe,"SP+","","Other"
6589,spacelabshealthcare.com,"Spacelabs Healthcare","","Healthcare"
6590,spanamerica.com,"Span-America Medical Systems","","Other"
6591,spansion.com,"Spansion","","Other"
6592,sparklight.com,"Sparklight","","Telecommunications"
6593,spartanmotors.com,"Spartan Motors","","Transportation & Logistics"
6594,spartannash.com,"SpartanNash","","Retail & E-commerce"
6595,noms.wei-pipeline.com,"Spectra Energy","","Energy & Utilities"
6596,spectrumbrands.com,"Spectrum Brands","","Other"
6597,spectrumpharm.com,"Spectrum Pharmaceuticals","","Healthcare"
6598,speedwaymotorsports.com,"Speedway Motorsports","","Other"
6599,sphere3d.com,"Sphere 3D","","Other"
6600,spinmaster.com,"Spin Master","","Other"
6601,spire.com,"Spire Global","","Other"
6602,spireenergy.com,"Spire Inc.","","Energy & Utilities"
6603,spiritaero.com,"Spirit AeroSystems","","Defence & Security"
6604,spirit.com,"Spirit Airlines","","Other"
6605,splunk.com,"Splunk Inc.","","Other"
6606,sportchalet.com,"Sport Chalet","","Retail & E-commerce"
6607,spotlightinnovation.com,"Spotlight Innovation","","Healthcare"
6608,springs.com,"Springs Global","","Other"
6609,sprinklr.com,"Sprinklr","","Technology"
6610,sprint.com,"Sprint Corporation","","Telecommunications"
6611,sprouts.com,"Sprouts Farmers Market","","Other"
6612,spscommerce.com,"SPS Commerce","","Other"
6613,spx.com,"SPX Corporation","","Other"
6614,spxflow.com,"SPX FLOW","","Other"
6615,squarespace.com,"Squarespace","","Other"
6616,advent.com,"SS&C Advent","","Other"
6617,ssctech.com,"SS&C Technologies","","Banking & Finance"
6618,silverstandard.com,"SSR Mining","","Other"
6619,joe.com,"St. Joe Company","","Critical Infrastructure"
6620,sjm.de,"St. Jude Medical","","Other"
6621,stamps.com,"stamps.com","","Other"
6622,stancorpfinancial.com,"StanCorp Financial Group","","Insurance"
6623,standardbio.com,"Standard BioTools Inc.","","Other"
6624,stanleyblackanddecker.com,"Stanley Black & Decker","","Other"
6625,stantec.com,"Stantec","","Other"
6626,staples.com,"Staples Inc.","","Retail & E-commerce"
6627,starwoodhotels.com,"Starwood","","Other"
6628,lionsgate.com,"Starz Entertainment","","Other"
6629,banpara.b.br,"State Bank of Para","","Banking & Finance"
6630,banespa.com.br,"State Bank of Sao Paulo","","Banking & Finance"
6631,statestreet.com,"State Street Corporation","","Banking & Finance"
6632,steelconnectinc.com,"Steel Connect","","Other"
6633,steeldynamics.com,"Steel Dynamics","","Other"
6634,steelcase.com,"Steelcase","","Other"
6635,steinmart.com,"Stein Mart","","Retail & E-commerce"
6636,stelco.com,"Stelco","","Other"
6637,stepan.com,"Stepan Company","","Other"
6638,stericycle.com,"Stericycle","","Other"
6639,steris.com,"Steris","","Healthcare"
6640,stewart.com,"Stewart Information Services Corporation","","Banking & Finance"
6641,stifel.com,"Stifel","","Banking & Finance"
6642,stillwatermining.com,"Stillwater Mining Company","","Other"
6643,ncc.ca,"Stingray Radio","","Media & Entertainment"
6644,stitchfix.com,"Stitch Fix","","Retail & E-commerce"
6645,stoneenergy.com,"Stone Energy Corporation","","Energy & Utilities"
6646,investors.stone.co,"StoneCo Ltd.","","Other"
6647,stonex.com,"StoneX","","Banking & Finance"
6648,stratasys.com,"Stratasys","","Other"
6649,microstrategy.com,"Strategy","","Other"
6650,strayer.edu,"Strayer University","","Other"
6651,k12.com,"Stride, Inc.","","Other"
6652,stryker.com,"Stryker Corporation","","Technology"
6653,ridestbus.com,"Student Transportation Inc.","","Other"
6654,ruger.com,"Sturm, Ruger & Co.","","Defence & Security"
6655,stxentertainment.com,"STX Entertainment","","Other"
6656,sucampo.com,"Sucampo Pharmaceuticals","","Healthcare"
6657,sulamerica.com.br,"SulAmérica Seguros","","Banking & Finance"
6658,suncommunities.com,"Sun Communities","","Banking & Finance"
6659,sunlife.com,"Sun Life Financial","","Banking & Finance"
6660,sun.com,"Sun Microsystems","","Other"
6661,sunnationalbank.com,"Sun National Bank","","Other"
6662,sunrype.com,"Sun-Rype","","Other"
6663,suncor.com,"Suncor Energy","","Energy & Utilities"
6664,sunnova.com,"Sunnova","","Other"
6665,sunopta.com,"SunOpta","","Other"
6666,us.sunpower.com,"SunPower","","Other"
6667,sunrise-care.co.uk,"Sunrise Senior Living","","Other"
6668,sunrun.com,"Sunrun","","Energy & Utilities"
6669,sunshineoilsands.com,"Sunshine Oilsands","","Other"
6670,beamsuntory.com,"Suntory Global Spirits","","Retail & E-commerce"
6671,suntrust.com,"SunTrust Banks","","Banking & Finance"
6672,suptech.com,"Superconductor Technologies","","Other"
6673,supermicro.com,"Supermicro","","Technology"
6674,supervalu.com,"SuperValu","","Retail & E-commerce"
6675,support.com,"Support.com","","Other"
6676,de.surveymonkey.com,"SurveyMonkey","","Other"
6677,suzano.com.br,"Suzano Papel e Celulose","","Other"
6678,svb.com,"SVB Financial Group","","Banking & Finance"
6679,sweetgreen.com,"Sweetgreen","","Retail & E-commerce"
6680,swifttrans.com,"Swift Transportation","","Other"
6681,sykes.com,"Sykes Enterprises","","Other"
6682,symetra.com,"Symetra","","Insurance"
6683,synageva.com,"Synageva","","Healthcare"
6684,synaptics.com,"Synaptics","","Technology"
6685,synchronybank.com,"Synchrony Financial","","Banking & Finance"
6686,syneoshealth.com,"Syneos Health","","Healthcare"
6687,candelamedical.com,"Syneron Candela","","Other"
6688,synnexcorp.com,"Synnex","","Technology"
6689,synopsys.com,"Synopsys","","Technology"
6690,synovus.com,"Synovus","","Banking & Finance"
6691,sysco.com,"Sysco","","Other"
6692,t-mobile.com,"T-Mobile US","","Telecommunications"
6693,marzetti.com,"T. Marzetti Company","","Other"
6694,troweprice.com,"T. Rowe Price","","Banking & Finance"
6695,t4f.com.br,"T4F - Time For Fun","","Other"
6696,taboola.com,"Taboola","","Technology"
6697,menswearhouse.com,"Tailored Brands","","Retail & E-commerce"
6698,take2games.com,"Take-Two Interactive","","Other"
6699,talenenergy.com,"Talen Energy","","Energy & Utilities"
6700,talosenergy.com,"Talos Energy","","Energy & Utilities"
6701,tandemdiabetes.com,"Tandem Diabetes Care, Inc.","","Other"
6702,tandyleatherfactory.com,"Tandy Leather Factory","","Retail & E-commerce"
6703,tanger.com,"Tanger Inc.","","Other"
6704,taptica.com,"Taptica","","Other"
6705,targaresources.com,"Targa Resources","","Other"
6706,themedicinescompany.com,"Targanta Therapeutics Corporation","","Technology"
6707,target.com,"Target Corporation","","Retail & E-commerce"
6708,tasekomines.com,"Taseko Mines","","Other"
6709,taurusarmas.com.br,"Taurus","","Defence & Security"
6710,taylor.com,"Taylor Corporation","","Other"
6711,taylormorrison.com,"Taylor Morrison","","Other"
6712,tcenergy.com,"TC Energy","","Energy & Utilities"
6713,tctranscontinental.com,"TC Transcontinental","","Other"
6714,ir.tcfbank.com,"TCF Financial Corporation","","Banking & Finance"
6715,financialplanners.td.com,"TD Ameritrade","","Banking & Finance"
6716,cowen.com,"TD Cowen","","Banking & Finance"
6717,teamhealth.com,"Team Health Holdings","","Healthcare"
6718,techdata.com,"Tech Data","","Other"
6719,technos.com.br,"Technos S.A","","Other"
6720,techtarget.com,"TechTarget","","Other"
6721,teck.com,"Teck Resources","","Energy & Utilities"
6722,tecnisa.com.br,"Tecnisa","","Other"
6723,tecoenergy.com,"TECO Energy","","Energy & Utilities"
6724,tectoy.com.br,"Tectoy","","Other"
6725,tecumseh.com.br,"Tecumseh Products","","Other"
6726,teekay.com,"Teekay","","Energy & Utilities"
6727,tegma.com.br,"Tegma","","Other"
6728,tegna.com,"Tegna Inc.","","Other"
6729,tejonranch.com,"Tejon Ranch","","Other"
6730,teladoc.com,"Teladoc","","Other"
6731,telebras.com.br,"Telebras","","Telecommunications"
6732,telecom.com.ar,"Telecom Argentina","","Telecommunications"
6733,teledyne.com,"Teledyne Technologies","","Other"
6734,teleflex.com,"Teleflex","","Healthcare"
6735,telefonica.com.br,"Telefônica Brasil","","Telecommunications"
6736,telenav.com,"Telenav","","Other"
6737,tdsinc.com,"Telephone and Data Systems","","Telecommunications"
6738,telsur.cl,"Telsur","","Telecommunications"
6739,telus.com,"Telus Communications","","Other"
6740,telusdigital.com,"Telus Digital","","Other"
6741,tembec.ca,"Tembec","","Other"
6742,tempursealy.com,"Tempur Sealy International","","Other"
6743,tempurpedic.com,"Tempur-Pedic","","Other"
6744,tenable.com,"Tenable Network Security","","Technology"
6745,tenethealth.com,"Tenet Healthcare","","Healthcare"
6746,tennantco.com,"Tennant Company","","Other"
6747,tenneco.com,"Tenneco","","Transportation & Logistics"
6748,teradata.com,"Teradata","","Other"
6749,teradyne.com,"Teradyne","","Other"
6750,terex.com,"Terex","","Other"
6751,ternium.com,"Ternium","","Other"
6752,phx.corporate-ir.net,"Terra Nitrogen Company","","Other"
6753,terrasantaagro.com.br,"Terra Santa","","Other"
6754,terranorbital.com,"Terran Orbital Corporation","","Other"
6755,terravia.com,"TerraVia","","Technology"
6756,tesarobio.com,"Tesaro","","Other"
6757,tescocorp.com,"Tesco Corporation","","Other"
6758,andeavor.com,"Tesoro Corporation","","Energy & Utilities"
6759,tetratech.com,"Tetra Tech","","Other"
6760,texascapitalbank.com,"Texas Capital Bank","","Banking & Finance"
6761,ti.com,"Texas Instruments","","Technology"
6762,texaspacific.com,"Texas Pacific Land Trust","","Other"
6763,texasroadhousemenues.com,"Texas Roadhouse","","Energy & Utilities"
6764,text.com,"Text","","Technology"
6765,textron.com,"Textron","","Transportation & Logistics"
6766,tfiintl.com,"TFI International","","Transportation & Logistics"
6767,tgtherapeutics.com,"TG Therapeutics","","Other"
6768,advisory.com,"The Advisory Board Company","","Other"
6769,andersonsinc.com,"The Andersons","","Other"
6770,bnymellon.com,"The Bank of New York Mellon","","Banking & Finance"
6771,bonton.com,"The Bon-Ton","","Retail & E-commerce"
6772,thebrick.com,"The Brick","","Retail & E-commerce"
6773,thecheesecakefactory.com,"The Cheesecake Factory","","Energy & Utilities"
6774,childrensplace.com,"The Children's Place","","Other"
6775,cigna.com,"The Cigna Group","","Other"
6776,coca-colacompany.com,"The Coca-Cola Company","","Retail & E-commerce"
6777,containerstore.com,"The Container Store","","Other"
6778,coopercos.com,"The Cooper Companies","","Healthcare"
6779,cebglobal.com,"The Corporate Executive Board Company","","Other"
6780,thefreshmarket.com,"The Fresh Market","","Retail & E-commerce"
6781,gillette.com,"The Gillette Company","","Other"
6782,tgod.ca,"The Green Organic Dutchman","","Other"
6783,gbrx.com,"The Greenbrier Companies","","Other"
6784,thehartford.com,"The Hartford","","Other"
6785,thehersheycompany.com,"The Hershey Company","","Other"
6786,hertz.com,"The Hertz Corporation","","Other"
6787,homedepot.com,"The Home Depot","","Retail & E-commerce"
6788,honest.com,"The Honest Company","","Retail & E-commerce"
6789,howardhughes.com,"The Howard Hughes Corporation","","Critical Infrastructure"
6790,jmsmucker.com,"The J.M. Smucker Company","","Other"
6791,theknotww.com,"The Knot Worldwide","","Other"
6792,starrett.com,"The L. S. Starrett Company","","Other"
6793,manitowoc.com,"The Manitowoc Company","","Other"
6794,mcclatchy.com,"The McClatchy Company","","Media & Entertainment"
6795,investors.michaels.com,"The Michaels Companies","","Retail & E-commerce"
6796,mosaicco.com,"The Mosaic Company","","Other"
6797,nytco.com,"The New York Times Company","","Other"
6798,northwest.ca,"The North West Company","","Other"
6799,therealreal.com,"The RealReal","","Other"
6800,rmrgroup.com,"The RMR Group","","Banking & Finance"
6801,scotts.com,"The Scotts Miracle-Gro Company","","Other"
6802,timberland.com,"The Timberland Company","","Other"
6803,travelers.com,"The Travelers Companies","","Insurance"
6804,vitaminshoppe.com,"The Vitamin Shoppe","","Retail & E-commerce"
6805,thewaltdisneycompany.com,"The Walt Disney Company","","Other"
6806,thermofisher.com,"Thermo Fisher Scientific Inc.","","Technology"
6807,scoremediaandgaming.com,"theScore Inc.","","Media & Entertainment"
6808,thestreet.com,"TheStreet","","Media & Entertainment"
6809,tnb.com,"Thomas & Betts","","Other"
6810,thomsonreuters.com,"Thomson Reuters","","Media & Entertainment"
6811,thorindustries.com,"Thor Industries","","Other"
6812,thoratec.com,"Thoratec","","Other"
6813,thorncliffeplace.com,"Thorncliffe Place Retirement Homes","","Other"
6814,thoughtworks.com,"ThoughtWorks","","Technology"
6815,thredup.com,"Thredup","","Other"
6816,thryv.com,"Thryv, Inc.","","Media & Entertainment"
6817,tibco.com,"Tibco Software","","Technology"
6818,tiffany.com,"Tiffany & Co.","","Other"
6819,tillys.com,"Tillys","","Retail & E-commerce"
6820,tilray.com,"Tilray","","Other"
6821,timhortons.com,"Tim Hortons","","Other"
6822,timewarnercable.com,"Time Warner Cable","","Telecommunications"
6823,timken.com,"Timken Company","","Other"
6824,tintri.com,"Tintri","","Other"
6825,titanpharm.com,"Titan Pharmaceuticals","","Healthcare"
6826,titan-intl.com,"Titan Tire Corporation","","Other"
6827,timet.com,"Titanium Metals","","Other"
6828,tivityhealth.com,"Tivity Health","","Healthcare"
6829,tivo.com,"TiVo Corporation","","Other"
6830,tjx.com,"TJX Companies","","Retail & E-commerce"
6831,tmx.com,"TMX Group","","Banking & Finance"
6832,pos.toasttab.com,"Toast, Inc.","","Other"
6833,tmhcc.com,"Tokio Marine HCC","","Insurance"
6834,tollbrothers.com,"Toll Brothers","","Other"
6835,topbuild.com,"TopBuild Corp.","","Other"
6836,toro.fr,"Toro","","Other"
6837,td.com,"Toronto-Dominion Bank","","Banking & Finance"
6838,torrid.com,"Torrid","","Other"
6839,torstar.com,"Torstar","","Media & Entertainment"
6840,toshiba.com,"Toshiba (United States)","","Other"
